uid,i,signo,condicion,metricas_no_recuperadas,articulo_no_identificado,tipo,pmids,motivo_y_siguiente_paso
C00805,637,Debilidad para la dorsiflexión del tobillo,Radiculopatía lumbosacra en pacientes con ciática,vpp;vpn,False,hallazgo,,Sin valor predictivo observado recuperado para esta población
C00806,638,Atrofia de la pantorrilla del lado sintomático,Radiculopatía lumbosacra en pacientes con ciática,vpp;vpn,False,hallazgo,,Sin valor predictivo observado recuperado para esta población
C00807,639,Alteración de la sensibilidad en la pierna,Radiculopatía lumbosacra en pacientes con ciática,vpp;vpn,False,hallazgo,10678605,Sin valor predictivo observado recuperado para esta población
C00808,640,Reflejo aquíleo anormal,Radiculopatía lumbosacra en pacientes con ciática,vpp;vpn,False,hallazgo,10678605;19763381,Sin valor predictivo observado recuperado para esta población
C00809,641,Maniobra de elevación de la pierna extendida (Lasègue),Radiculopatía lumbosacra en pacientes con ciática,vpp;vpn,False,hallazgo,6238507;19763381;3406846;4516334;11312387;18391677,Sin valor predictivo observado recuperado para esta población
C00810,642,Maniobra de elevación de la pierna extendida contralateral (Lasègue cruzado),Radiculopatía lumbosacra en pacientes con ciática,vpp;vpn,False,hallazgo,3406846;4516334;11312387;22813,Sin valor predictivo observado recuperado para esta población
C00811,643,Debilidad para la extensión de la rodilla (radiculopatía L3-L4),Localización del nivel de la radiculopatía lumbosacra,vpp;vpn,False,hallazgo,10678605;14595165,Sin valor predictivo observado recuperado para esta población
C00812,644,Debilidad para la extensión del primer ortejo (radiculopatía L5),Localización del nivel de la radiculopatía lumbosacra,vpp;vpn,False,hallazgo,3983706;10678605,Sin valor predictivo observado recuperado para esta población
C00813,645,Debilidad para la dorsiflexión del tobillo (radiculopatía L5),Localización del nivel de la radiculopatía lumbosacra,vpp;vpn,False,hallazgo,3449306,Sin valor predictivo observado recuperado para esta población
C00814,646,Debilidad para la flexión plantar del tobillo (radiculopatía S1),Localización del nivel de la radiculopatía lumbosacra,vpp;vpn,False,hallazgo,10678605,Sin valor predictivo observado recuperado para esta población
C00815,647,Atrofia de la pantorrilla del lado afectado (radiculopatía S1),Localización del nivel de la radiculopatía lumbosacra,vpp;vpn,False,hallazgo,,Sin valor predictivo observado recuperado para esta población
C00816,648,Hipoestesia en el dermatoma L5 (radiculopatía L5),Localización del nivel de la radiculopatía lumbosacra,vpp;vpn,False,hallazgo,3983706;3449306,Sin valor predictivo observado recuperado para esta población
C00817,649,Hipoestesia en el dermatoma S1 (radiculopatía S1),Localización del nivel de la radiculopatía lumbosacra,vpp;vpn,False,hallazgo,3983706;3449306,Sin valor predictivo observado recuperado para esta población
C00818,650,Asimetría del reflejo rotuliano (radiculopatía L3-L4),Localización del nivel de la radiculopatía lumbosacra,vpp;vpn,False,hallazgo,3983706;10678605,Sin valor predictivo observado recuperado para esta población
C00819,651,Asimetría del reflejo de los isquiotibiales mediales (radiculopatía L5),Localización del nivel de la radiculopatía lumbosacra,vpp;vpn,False,hallazgo,3449307,Sin valor predictivo observado recuperado para esta población
C00820,652,Asimetría del reflejo aquíleo (radiculopatía S1),Localización del nivel de la radiculopatía lumbosacra,vpp;vpn,False,hallazgo,3983706;10678605;3449306;13709840,Sin valor predictivo observado recuperado para esta población
C00821,653,Incapacidad para dar 10 pasos en tándem,Sospecha de enfermedad de Parkinson,vpp;vpn,False,hallazgo,1603339,Sin valor predictivo observado recuperado para esta población
C00822,654,"Temblor, bradicinesia y rigidez: los 3 presentes",Sospecha de enfermedad de Parkinson,vpp;vpn,False,hallazgo,1603339,Sin valor predictivo observado recuperado para esta población
C00824,655,Buena respuesta a la levodopa,Sospecha de enfermedad de Parkinson,vpp;vpn,False,hallazgo,10727478,Sin valor predictivo observado recuperado para esta población
C00825,656,Progresión rápida de la enfermedad (atrofia multisistémica),Sospecha de enfermedad de Parkinson,vpp;vpn,False,hallazgo,10727478;7629528,Sin valor predictivo observado recuperado para esta población
C00826,657,Ausencia de temblor (atrofia multisistémica),Sospecha de enfermedad de Parkinson,vpp;vpn,False,hallazgo,10727478;7629528;9267967,Sin valor predictivo observado recuperado para esta población
C00828,658,Disfunción autonómica (atrofia multisistémica),Sospecha de enfermedad de Parkinson,vpp;vpn,False,hallazgo,10727478;7629528;9267967,Sin valor predictivo observado recuperado para esta población
C00831,659,Demencia (atrofia multisistémica),Sospecha de enfermedad de Parkinson,vpp;vpn,False,hallazgo,10727478;9267967,Sin valor predictivo observado recuperado para esta población
C00832,660,Parálisis de la mirada vertical hacia abajo con inestabilidad postural en el primer año (parálisis supranuclear progresiva),Sospecha de enfermedad de Parkinson,vpp;vpn,False,hallazgo,8780065,Sin valor predictivo observado recuperado para esta población
C00834,661,Parkinsonismo de la mitad inferior del cuerpo (parkinsonismo vascular),Sospecha de enfermedad de Parkinson,vpp;vpn,False,hallazgo,9923767;15940389;11493219,Sin valor predictivo observado recuperado para esta población
C00835,662,Presión arterial sistólica mayor de 220 mmHg,Evento vascular cerebral hemorrágico,vpp;vpn,False,hallazgo,,Sin valor predictivo observado recuperado para esta población
C00836,663,Presión arterial sistólica menor de 160 mmHg,Evento vascular cerebral hemorrágico,vpp;vpn,False,hallazgo,7465470,Sin valor predictivo observado recuperado para esta población
C00837,664,Coma,Evento vascular cerebral hemorrágico,ln;vpp;vpn,False,ordinal,1855041;3413804;3363586;12068343;9519933,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00838,665,Somnolencia,Evento vascular cerebral hemorrágico,sp;ln;vpp;vpn,False,ordinal,1855041;3413804;3363586;12068343;9519933,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00839,666,Paciente alerta,Evento vascular cerebral hemorrágico,ln;vpp;vpn,False,ordinal,1855041;3413804;3363586;12068343;9519933,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00840,667,Deterioro neurológico en las primeras 3 horas,Evento vascular cerebral hemorrágico,vpp;vpn,False,hallazgo,12190887,Sin valor predictivo observado recuperado para esta población
C00841,668,Signo de Kernig o signo de Brudzinski,Evento vascular cerebral hemorrágico,vpp;vpn,False,hallazgo,12190887,Sin valor predictivo observado recuperado para esta población
C00842,669,Rigidez de nuca,Evento vascular cerebral hemorrágico,vpp;vpn,False,hallazgo,1855041;7465470;12190887;11744820;7604415,Sin valor predictivo observado recuperado para esta población
C00843,670,Respuesta plantar extensora bilateral (Babinski en ambos lados),Evento vascular cerebral hemorrágico,ln;vpp;vpn,False,ordinal,1855041;11744820;7604415,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00844,671,Respuesta plantar extensora unilateral (Babinski en un solo lado),Evento vascular cerebral hemorrágico,sp;ln;vpp;vpn,False,ordinal,1855041;11744820;7604415,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00845,672,Respuesta plantar flexora bilateral (Babinski ausente en ambos pies),Evento vascular cerebral hemorrágico,ln;vpp;vpn,False,ordinal,1855041;11744820;7604415,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00850,673,Hemianopsia,Evento vascular cerebral hemorrágico,vpp;vpn,False,hallazgo,3363586;12068343,Sin valor predictivo observado recuperado para esta población
C00855,674,Escala de Siriraj de -1 a 1 (resultado indeterminado),Evento vascular cerebral hemorrágico,sp;ln;vpp;vpn,False,ordinal,1855041;12190887;11744820;18708271;7934437;16796585;16794214;12088348;7631333;17138946;8025461,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00856,675,Escala de Siriraj menor de -1 (sugiere infarto),Evento vascular cerebral hemorrágico,ln;vpp;vpn,False,ordinal,1855041;12190887;11744820;18708271;7934437;16796585;16794214;12088348;7631333;17138946;8025461,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00857,676,Ataxia troncal grave,Evento vascular cerebral isquémico en vértigo agudo,vpp;vpn,False,hallazgo,19762709,Sin valor predictivo observado recuperado para esta población
C00861,677,"Prueba de impulso cefálico normal, sin sacada correctora (Halmagyi)",Evento vascular cerebral isquémico en vértigo agudo,vpp;vpn,False,hallazgo,19762709;18344397,Sin valor predictivo observado recuperado para esta población
C00863,678,Prueba de la silla (chair test) positiva,Enfermedad neurológica no orgánica (funcional),vpp;vpn,False,hallazgo,17351529,Sin valor predictivo observado recuperado para esta población
C00864,679,Prueba de elevación de la rodilla positiva (paraparesia no orgánica),Enfermedad neurológica no orgánica (funcional),vpp;vpn,False,hallazgo,15534415,Sin valor predictivo observado recuperado para esta población
C00865,680,Signo de Hoover positivo,Enfermedad neurológica no orgánica (funcional),vpp;vpn,False,hallazgo,,Sin valor predictivo observado recuperado para esta población
C00866,681,"Escala MEWS (Modified Early Warning Score) ≥5 puntos, para mortalidad hospitalaria",Mortalidad hospitalaria,vpp;vpn,False,hallazgo,19540542;19033494;19220521;18843068,Sin valor predictivo observado recuperado para esta población
C00867,682,"Ambas piernas frías, para índice cardíaco bajo en cuidados intensivos",Índice cardíaco <3 L/min/m² en cuidados intensivos,vpp;vpn,False,hallazgo,11303155,Sin valor predictivo observado recuperado para esta población
C00871,686,Aumento de presión de pulso ≥12% tras elevar pasivamente las piernas,Respuesta a expansión con líquidos,vpp;vpn,False,hallazgo,16540963,Sin valor predictivo observado recuperado para esta población
C00872,687,"Respiración asincrónica (asincronía toracoabdominal) en la exacerbación de EPOC, para intubación o muerte",Intubación o muerte en exacerbación de EPOC,vpp;vpn,False,hallazgo,856543,Sin valor predictivo observado recuperado para esta población
C00873,688,"Ruidos respiratorios asimétricos después de la intubación, para intubación selectiva del bronquio principal derecho",Intubación del bronquio principal derecho,vpp;vpn,False,hallazgo,2509149;16563329,Sin valor predictivo observado recuperado para esta población
C00874,689,"Ausencia de ruidos respiratorios en pacientes con SDRA, para derrame pleural subyacente",Derrame pleural en pacientes ventilados con SDRA,vpp;vpn,False,hallazgo,14695718,Sin valor predictivo observado recuperado para esta población
C00876,691,"Rigidez de nuca en el paciente con evento vascular cerebral, para ictus hemorrágico",Evento vascular cerebral hemorrágico,vpp;vpn,False,hallazgo,1855041;7465470;12190887;11744820;7604415,Sin valor predictivo observado recuperado para esta población
C00877,692,Vesícula biliar palpable en el paciente con ictericia,Enfermedad hepatocelular (ictericia no obstructiva) en el paciente con ictericia,vpp;vpn,False,hallazgo,13991584,Sin valor predictivo observado recuperado para esta población
C00879,693,Prurito generalizado,Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,vpp;vpn,False,hallazgo,14663291;11039082,Sin valor predictivo observado recuperado para esta población
C00880,694,Cáncer activo,Trombosis venosa profunda de miembro inferior,vpp;vpn,False,hallazgo,9428249;9308616;2327426;15640292;15175813;12422095;16113804;12871396;11033266,Sin valor predictivo observado recuperado para esta población
C00572,695,"Lóbulo hepático izquierdo palpable en epigastrio en el paciente con hepatopatía crónica, para detectar cirrosis",Palpación de hígado y bazo en diversos trastornos,vpp;vpn,False,hallazgo,15618841;11721766,Sin valor predictivo observado recuperado para esta población
PMID:29859531:696,696,"Tacto rectal con próstata sospechosa (nódulo, induración o irregularidad)",Cáncer de próstata,vpp;vpn,False,hallazgo,29859531,Sin valor predictivo observado recuperado para esta población
PMID:29531107:697,697,Tacto rectal anormal como prueba de cribado,Cáncer de próstata,vpp;vpn,False,hallazgo,29531107,Sin valor predictivo observado recuperado para esta población
PMID:9111624:698,698,Superficie posterior prostática mayor de 7 cm2 estimada por tacto rectal,Próstata aumentada de volumen (hiperplasia prostática benigna),vpp;vpn,False,hallazgo,9111624,Sin valor predictivo observado recuperado para esta población
PMID:36811717:699,699,Escala TWIST con punto de corte de 5 puntos (para confirmar torsión),Torsión testicular,vpp;vpn,False,hallazgo,36811717,Sin valor predictivo observado recuperado para esta población
PMID:36811717:700,700,Escala TWIST con punto de corte de 2 puntos (para descartar torsión),Torsión testicular,vpp;vpn,False,hallazgo,36811717,Sin valor predictivo observado recuperado para esta población
PMID:36811717:701,701,Escala TWIST con punto de corte de 4 puntos,Torsión testicular,sp;lp;ln;vpp;vpn,False,hallazgo,36811717,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:36811717:702,702,Escala TWIST con punto de corte de 7 puntos (puntaje máximo),Torsión testicular,sp;lp;ln;vpp;vpn,False,hallazgo,36811717,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:40368720:704,704,Ultrasonido Doppler color escrotal (ausencia de flujo testicular),Torsión testicular,vpp;vpn,False,hallazgo,40368720,Sin valor predictivo observado recuperado para esta población
PMID:30847624:705,705,Ultrasonido escrotal en adultos con dolor escrotal agudo,Torsión testicular,vpp;vpn,False,hallazgo,30847624,Sin valor predictivo observado recuperado para esta población
PMID:29335899:706,706,Signo del remolino (whirlpool) del cordón espermatico en ultrasonido,Torsión testicular,vpp;vpn,False,hallazgo,29335899,Sin valor predictivo observado recuperado para esta población
PMID:29335899:707,707,Signo del remolino (whirlpool) excluyendo neonatos,Torsión testicular,vpp;vpn,False,hallazgo,29335899,Sin valor predictivo observado recuperado para esta población
PMID:10587869:708,708,Exploración física de la región inguinal (palpación del anillo inguinal con Valsalva),Hernia inguinal,vpp;vpn,False,hallazgo,10587869,Sin valor predictivo observado recuperado para esta población
PMID:10587869:709,709,Ultrasonido inguinal,Hernia inguinal,vpp;vpn,False,hallazgo,10587869,Sin valor predictivo observado recuperado para esta población
PMID:10587869:710,710,Resonancia magnética dinamica de la región inguinal,Hernia inguinal,vpp;vpn,False,hallazgo,10587869,Sin valor predictivo observado recuperado para esta población
PMID:22733195:711,711,Ultrasonido inguinal cuando la exploración física no es concluyente,Hernia inguinal oculta,vpp;vpn,False,hallazgo,22733195,Sin valor predictivo observado recuperado para esta población
PMID:22733195:712,712,Tomografía computarizada en hernia inguinal oculta,Hernia inguinal oculta,vpp;vpn,False,hallazgo,22733195,Sin valor predictivo observado recuperado para esta población
PMID:22733195:713,713,Herniografía en hernia inguinal oculta,Hernia inguinal oculta,vpp;vpn,False,hallazgo,22733195,Sin valor predictivo observado recuperado para esta población
PMID:12831490:714,714,Ultrasonido para clasificar la hernia inguinal como directa,Hernia inguinal directa,vpp;vpn,False,hallazgo,12831490,Sin valor predictivo observado recuperado para esta población
PMID:12831490:715,715,Ultrasonido para clasificar la hernia inguinal como indirecta,Hernia inguinal indirecta,vpp;vpn,False,hallazgo,12831490,Sin valor predictivo observado recuperado para esta población
PMID:16903932:716,716,Palpación del plexo pampiniforme (varicocele clínico izquierdo),Varicocele izquierdo,vpp;vpn,False,hallazgo,16903932,Sin valor predictivo observado recuperado para esta población
PMID:32289199:718,718,Exploración física de varicocele por residente de urología,Varicocele,vpp;vpn,False,hallazgo,32289199,Sin valor predictivo observado recuperado para esta población
PMID:15371858:719,719,Termografía escrotal de contacto (varicoscreen) para varicocele izquierdo,Varicocele izquierdo,vpp;vpn,False,hallazgo,15371858,Sin valor predictivo observado recuperado para esta población
PMID:12235612:720,720,Palpación abdominal y percusión suprapubica para detectar globo vesical,Vejiga llena (volumen vesical de 400 a 600 mL),vpp;vpn,False,hallazgo,12235612,Sin valor predictivo observado recuperado para esta población
PMID:32734725:721,721,Grosor de la pared vesical de 4.0 mm o mas por ultrasonido suprapubico,Obstrucción del tracto urinario de salida por hiperplasia prostática,vpp;vpn,False,hallazgo,32734725,Sin valor predictivo observado recuperado para esta población
PMID:32734725:722,722,Grosor del detrusor de 3.0 mm o mas por ultrasonido suprapubico,Obstrucción del tracto urinario de salida por hiperplasia prostática,vpp;vpn,False,hallazgo,32734725,Sin valor predictivo observado recuperado para esta población
PMID:36605912:723,723,Punopercusión lumbar positiva (dolor a la percusión del ángulo costovertebral),Litiasis ureteral,vpp;vpn,False,hallazgo,36605912,Sin valor predictivo observado recuperado para esta población
PMID:12020306:724,724,Punopercusión lumbar positiva (dolor a la percusión del ángulo costovertebral),Infección urinaria aguda no complicada,sn;sp;vpp;vpn,False,hallazgo,12020306,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:12020306:725,725,Flujo vaginal observado en la exploración,Infección urinaria aguda no complicada,sn;sp;vpp;vpn,False,hallazgo,12020306,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:12020306:726,726,Disuria,Infección urinaria aguda no complicada,sn;sp;vpp;vpn,False,hallazgo,12020306,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:12020306:727,727,Polaquiuria (aumento de la frecuencia urinaria),Infección urinaria aguda no complicada,sn;sp;vpp;vpn,False,hallazgo,12020306,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:12020306:728,728,Hematuria referida por la paciente,Infección urinaria aguda no complicada,sn;sp;vpp;vpn,False,hallazgo,12020306,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:12020306:729,729,Dolor lumbar,Infección urinaria aguda no complicada,sn;sp;vpp;vpn,False,hallazgo,12020306,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:12020306:730,730,Combinación de disuria y polaquiuria sin flujo ni irritación vaginal,Infección urinaria aguda no complicada,sn;sp;ln;vpp;vpn,False,hallazgo,12020306,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:36349207:731,731,Dolor a la palpación pelvica bimanual (hipersensibilidad pelvica),Enfermedad pelvica inflamatoria,vpp;vpn,False,hallazgo,36349207,Sin valor predictivo observado recuperado para esta población
PMID:36349207:732,732,Dolor a la movilización cervical,Enfermedad pelvica inflamatoria,vpp;vpn,False,hallazgo,36349207,Sin valor predictivo observado recuperado para esta población
PMID:36349207:733,733,Dolor a la palpación anexial,Enfermedad pelvica inflamatoria,vpp;vpn,False,hallazgo,36349207,Sin valor predictivo observado recuperado para esta población
PMID:8441133:734,734,Combinación clínica: dolor anexial + dolor abdominal bajo de menos de una semana + leucocitosis,Enfermedad pelvica inflamatoria aguda,vpp;vpn,False,hallazgo,8441133,Sin valor predictivo observado recuperado para esta población
PMID:23613077:735,735,Dolor a la movilización cervical,Embarazo ectopico,vpp;vpn,False,hallazgo,23613077,Sin valor predictivo observado recuperado para esta población
PMID:23613077:736,736,Masa anexial palpable,Embarazo ectopico,vpp;vpn,False,hallazgo,23613077,Sin valor predictivo observado recuperado para esta población
PMID:23613077:737,737,Dolor a la palpación anexial,Embarazo ectopico,vpp;vpn,False,hallazgo,23613077,Sin valor predictivo observado recuperado para esta población
PMID:31462118:738,738,Maniobras de Leopold para diagnosticar presentación cefalica de vértice,Presentación cefalica de vértice,vpp;vpn,False,hallazgo,31462118,Sin valor predictivo observado recuperado para esta población
PMID:20873072:739,739,Maniobras de Leopold para detectar presentación no cefalica,Presentación no cefalica (pelvica o transversa),vpp;vpn,False,hallazgo,20873072,Sin valor predictivo observado recuperado para esta población
PMID:8240620:740,740,Maniobras de Leopold realizadas por parteras certificadas con experiencia,Presentación fetal anomala (malpresentación),vpp;vpn,False,hallazgo,8240620,Sin valor predictivo observado recuperado para esta población
PMID:1876372:741,741,Maniobras de Leopold como tamizaje de presentación no cefalica en el tercer trimestre,Presentación no cefalica,vpp;vpn,False,hallazgo,1876372,Sin valor predictivo observado recuperado para esta población
PMID:31814480:742,742,Altura del fondo uterino (medición sínfisis-fondo),Feto grande para la edad gestacional (peso al nacer mayor al percentil 90),vpp;vpn,False,hallazgo,31814480,Sin valor predictivo observado recuperado para esta población
PMID:31814480:743,743,Altura del fondo uterino (medición sínfisis-fondo),Macrosomia fetal (peso al nacer mayor de 4000 g),vpp;vpn,False,hallazgo,31814480,Sin valor predictivo observado recuperado para esta población
PMID:23851150:744,744,Altura del fondo uterino (medición sínfisis-fondo),Bajo peso al nacer,vpp;vpn,False,hallazgo,23851150,Sin valor predictivo observado recuperado para esta población
PMID:23851150:745,745,Altura del fondo uterino (medición sínfisis-fondo),Pequeño para la edad gestacional,vpp;vpn,False,hallazgo,23851150,Sin valor predictivo observado recuperado para esta población
PMID:10517431:746,746,Exploración clínica de la mama,Cáncer de mama,vpp;vpn,False,hallazgo,10517431,Sin valor predictivo observado recuperado para esta población
PMID:37070783:747,747,Exploración clínica de la mama realizada por personal de salud capacitado,Cáncer de mama,vpp;vpn,False,hallazgo,37070783,Sin valor predictivo observado recuperado para esta población
PMID:25948431:748,748,Criterios de Amsel (al menos 3 de 4),Vaginosis bacteriana,vpp;vpn,False,hallazgo,25948431,Sin valor predictivo observado recuperado para esta población
PMID:21042232:749,749,Criterios de Amsel (al menos 3 de 4),Vaginosis bacteriana,vpp;vpn,False,hallazgo,21042232,Sin valor predictivo observado recuperado para esta población
PMID:24551617:750,750,Criterios de Amsel (2 de 3 criterios),Vaginosis bacteriana en el embarazo,vpp;vpn,False,hallazgo,24551617,Sin valor predictivo observado recuperado para esta población
PMID:16756982:751,751,pH vaginal mayor de 4.5 (criterio aislado de Amsel),Vaginosis bacteriana,vpp;vpn,False,hallazgo,16756982,Sin valor predictivo observado recuperado para esta población
PMID:16756982:752,752,Secreción vaginal homogenea (criterio aislado de Amsel),Vaginosis bacteriana,vpp;vpn,False,hallazgo,16756982,Sin valor predictivo observado recuperado para esta población
PMID:16756982:753,753,Células clave en fresco (criterio aislado de Amsel),Vaginosis bacteriana,vpp;vpn,False,hallazgo,16756982,Sin valor predictivo observado recuperado para esta población
PMID:24135180:754,754,pH vaginal mayor de 4.5 medido con tira reactiva,Vaginosis bacteriana,vpp;vpn,False,hallazgo,24135180,Sin valor predictivo observado recuperado para esta población
PMID:18480117:755,755,Presión arterial media de 90 mmHg o mas en el segundo trimestre,Preeclampsia,vpp;vpn,False,hallazgo,18480117,Sin valor predictivo observado recuperado para esta población
PMID:18480117:756,756,Presión arterial diastólica de 75 mmHg o mas entre las semanas 13 y 20,Preeclampsia en embarazadas de alto riesgo,sn;sp;vpp;vpn,False,hallazgo,18480117,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:35051804:757,757,Tira reactiva urinaria con proteinuria de 1+ o mas,Proteinuria significativa en sospecha de preeclampsia,vpp;vpn,False,hallazgo,35051804,Sin valor predictivo observado recuperado para esta población
PMID:24073412:758,758,"Evaluación clínica convencional: acumulación de líquido en fondo de saco, prueba de nitrazina y cristalización en helecho",Ruptura de membranas,vpp;vpn,False,hallazgo,24073412,Sin valor predictivo observado recuperado para esta población
PMID:22037683:759,759,Prueba de cristalización en helecho (arborización),Ruptura prematura de membranas,vpp;vpn,False,hallazgo,22037683,Sin valor predictivo observado recuperado para esta población
PMID:22037683:760,760,Prueba de nitrazina (pH del líquido vaginal),Ruptura prematura de membranas,vpp;vpn,False,hallazgo,22037683,Sin valor predictivo observado recuperado para esta población
PMID:25595604:761,761,Exploración pelvica bimanual como prueba de tamizaje,Cáncer de ovario,vpp;vpn,False,hallazgo,25595604,Sin valor predictivo observado recuperado para esta población
PMID:28267861:762,762,Cervix en fresa (colpitis macularis),Tricomoniasis,vpp;vpn,False,hallazgo,28267861,Sin valor predictivo observado recuperado para esta población
PMID:28267861:763,763,Ulceraciones vulvares,Herpes genital,vpp;vpn,False,hallazgo,28267861,Sin valor predictivo observado recuperado para esta población
PMID:12871888:764,764,Tacto rectovaginal para detectar nodularidad de los ligamentos uterosacros,Enfermedad del fondo de saco de Douglas (nodularidad uterosacra),vpp;vpn,False,hallazgo,12871888,Sin valor predictivo observado recuperado para esta población
PMID:12871888:765,765,Tacto rectovaginal para detectar compresión rectal externa,Compresión rectal externa por enfermedad del fondo de saco,vpp;vpn,False,hallazgo,12871888,Sin valor predictivo observado recuperado para esta población
PMID:10838271:766,766,"Uno o mas indicadores clínicos de corioamnionitis (fiebre materna, leucocitosis, dolor uterino, secreción fetida, taquicardia fetal)",Corioamnionitis,vpp;vpn,False,hallazgo,10838271,Sin valor predictivo observado recuperado para esta población
PMID:21294423:767,767,Inspección visual del cuello uterino con acido acetico,Neoplasia intraepitelial cervical grado 2 o mayor,vpp;vpn,False,hallazgo,21294423,Sin valor predictivo observado recuperado para esta población
PMID:32468576:768,768,Profundidad de la cámara anterior en el limbo (prueba de van Herick) ≤25% del grosor corneal,Ángulo camerular ocluible (riesgo de glaucoma primario de ángulo cerrado),vpp;vpn,False,hallazgo,32468576,Sin valor predictivo observado recuperado para esta población
PMID:32468576:769,769,"Prueba de la linterna oblicua (sombra en el iris nasal), grado 1",Ángulo camerular ocluible (riesgo de glaucoma primario de ángulo cerrado),vpp;vpn,False,hallazgo,32468576,Sin valor predictivo observado recuperado para esta población
PMID:24081914:770,770,Prueba de la linterna oblicua realizada por médicos no oftalmólogos,Ángulo camerular ocluible,vpp;vpn,False,hallazgo,24081914,Sin valor predictivo observado recuperado para esta población
PMID:18055793:771,771,Prueba estándar de la linterna oblicua (estudio poblacional de Liwan),Ángulo estrecho (≥2 cuadrantes sin malla trabecular pigmentada visible),vpp;vpn,False,hallazgo,18055793,Sin valor predictivo observado recuperado para esta población
PMID:18055793:772,772,Prueba de linterna oblicua simulada en lámpara de hendidura (razón sombra/diámetro corneal ≥0.18),Ángulo estrecho,vpp;vpn,False,hallazgo,18055793,Sin valor predictivo observado recuperado para esta población
PMID:8913128:773,773,Prueba de la linterna (cámara estrecha) en consulta general,Ángulo camerular ocluible,vpp;vpn,False,hallazgo,8913128,Sin valor predictivo observado recuperado para esta población
PMID:8913128:774,774,Prueba de van Herick en consulta general,Ángulo camerular ocluible,vpp;vpn,False,hallazgo,8913128,Sin valor predictivo observado recuperado para esta población
PMID:23677315:775,775,Relación excavación/disco (copa/disco) ≥0.7 en el fondo de ojo,Glaucoma primario de ángulo abierto,sn;sp;vpp;vpn,False,hallazgo,23677315,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:23677315:776,776,Asimetría de la relación excavación/disco ≥0.3 entre ambos ojos,Glaucoma primario de ángulo abierto,sn;sp;vpp;vpn,False,hallazgo,23677315,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:23677315:777,777,Hemorragia en astilla del borde del disco óptico,Glaucoma primario de ángulo abierto,sn;sp;vpp;vpn,False,hallazgo,23677315,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:23677315:778,778,Presión intraocular ≥22 mmHg,Glaucoma primario de ángulo abierto,sn;sp;vpp;vpn,False,hallazgo,23677315,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:35608575:779,779,Tonometría aislada como prueba de tamizaje,Glaucoma primario de ángulo abierto,vpp;vpn,False,hallazgo,35608575,Sin valor predictivo observado recuperado para esta población
PMID:36401633:780,780,Papiledema en la oftalmoscopia,Tumor intracraneal,vpp;vpn,False,hallazgo,36401633,Sin valor predictivo observado recuperado para esta población
PMID:36401633:781,781,Papiledema en la oftalmoscopia,Patología intracraneal (tumor o hipertensión intracraneal idiopática),vpp;vpn,False,hallazgo,36401633,Sin valor predictivo observado recuperado para esta población
